뉴스url,제목,내용
https://news.kbs.co.kr/news/pc/view/view.do?ncd=8295309,트럼프 “4일부터 각국에 관세 서한 보낼 것”,"


     [앵커] 다음 주 상호 관세 유예 종료를 앞두고 트럼프 대통령이 4일부터 각국에 관세 서한을 보낼 거라고 말했습니다. 협상하면 좋은 거래를 맺을 수 있겠지만 복잡하다며 간단한 거래를 하는 편이 낫다는 겁니다. 워싱턴 김지숙 특파원입니다. [리포트] 상호 관세 유예 종료를 앞두고 트럼프 대통령이 현지 시각 4일, 당장 내일부터 각국에 관세 서한을 보낼 거라고 했습니다. 170여 개국과 상대하고 있는데 얼마나 많은 합의를 할 수 있겠냐며 그냥 통보하는 게 훨씬 간단하다는 겁니다. [도널드 트럼프/미국 대통령/화면출처:폭스TV 유튜브 : ""아마 내일부터 여러 나라에 편지를 보내기 시작할 것입니다. 하루에 10통 정도 보낼 수도 있는데, 그 편지에는 미국에서 사업을 하려면 얼마를 내야 하는지가 적혀 있을 것입니다.""] 스콧 베센트 미 재무장관도 합의를 미루는 국가들을 향해 경고를 보냈습니다. 최선의 합의를 얻을 수 있다고 생각해 마지막 순간까지 기다리는 국가들은 기존에 책정된 상호 관세율이 적용될 거라고 거듭 강조했습니다. [스콧 베센트/미 재무장관/CNBC 인터뷰 : ""제가 다른 언론 인터뷰에서도 경고했듯, 이 국가들은 조심해야 합니다. 왜냐하면 그들의 관세율이 4월 2일 수준으로 되돌아갈 수 있기 때문입니다.""] 상호 관세 유예 연장 가능성에 대해선 결승선을 통과해야 할 시점에 공개적으로 연장하겠다고 말하진 않겠다고도 했습니다. 연장 여부에 대해 모호성을 견지하면서, 각국에 미국과의 합의를 서두를 것을 압박한 걸로 풀이됩니다. 그러면서 유예 기간이 끝나기 전 여러 나라들과의 합의 발표를 기대한다며 100개국 정도가  최저 상호 관세인 10%만 적용받게 될 걸로 본다고 말했습니다. 시한 내에 합의하면 관세율을 크게 낮춰줄 수 있다는, 일종의 회유책으로 풀이됩니다.우리보다 협상 진행 속도가 빠른 일본마저 미국의 타깃이 되는 상황에서  우리 정부 역시 발 빠른 대처가 필요하다는 지적이 나옵니다. 워싱턴에서 KBS 뉴스 김지숙입니다. 촬영기자:박준석/영상편집:한미희/그래픽:강민수/자료조사:박은진 김나영/화면출처:CNBC 방송·폭스TV 유튜브

    

    
  "
